Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Hour,Time Slot
6073,City,177.0,Trip Completed,2016-07-15 14:02:35,2016-07-15 14:50:25,14,Daytime
455,City,178.0,Trip Completed,2016-07-11 09:17:00,2016-07-11 10:12:00,9,Morning Rush
651,Airport,178.0,Trip Completed,2016-07-11 12:45:00,2016-07-11 13:25:00,12,Daytime
742,City,178.0,Trip Completed,2016-07-11 15:38:00,2016-07-11 16:25:00,15,Daytime
828,Airport,178.0,Trip Completed,2016-07-11 17:35:00,2016-07-11 18:07:00,17,Evening Rush
1701,City,178.0,Trip Completed,2016-07-12 07:58:00,2016-07-12 08:47:00,7,Morning Rush
1985,City,178.0,Trip Completed,2016-07-12 12:24:00,2016-07-12 13:29:00,12,Daytime
2277,City,178.0,Trip Completed,2016-07-12 18:39:00,2016-07-12 19:34:00,18,Evening Rush
3108,Airport,178.0,Trip Completed,2016-07-13 08:25:17,2016-07-13 09:35:25,8,Morning Rush
3880,Airport,178.0,Trip Completed,2016-07-13 21:54:09,2016-07-13 22:35:57,21,Evening Rush
4252,City,178.0,Trip Completed,2016-07-14 06:05:14,2016-07-14 06:46:37,6,Morning Rush
4646,Airport,178.0,Trip Completed,2016-07-14 11:49:01,2016-07-14 12:55:56,11,Daytime
5560,Airport,178.0,Trip Completed,2016-07-15 05:35:45,2016-07-15 06:19:44,5,Morning Rush
483,City,179.0,Trip Completed,2016-07-11 09:26:00,2016-07-11 10:04:00,9,Morning Rush
628,Airport,179.0,Trip Completed,2016-07-11 12:19:00,2016-07-11 13:00:00,12,Daytime
2285,City,179.0,Trip Completed,2016-07-12 18:34:00,2016-07-12 19:14:00,18,Evening Rush
4024,Airport,179.0,Trip Completed,2016-07-13 00:06:34,2016-07-13 00:42:21,0,Late Night
2952,City,179.0,Trip Completed,2016-07-13 06:39:09,2016-07-13 07:56:00,6,Morning Rush
4631,Airport,179.0,Trip Completed,2016-07-14 11:16:57,2016-07-14 12:24:33,11,Daytime
5200,Airport,179.0,Trip Completed,2016-07-14 20:48:33,2016-07-14 21:38:17,20,Evening Rush
5711,City,179.0,Trip Completed,2016-07-15 07:40:48,2016-07-15 08:33:56,7,Morning Rush
6399,Airport,179.0,Trip Completed,2016-07-15 19:24:48,2016-07-15 20:01:58,19,Evening Rush
6453,City,179.0,Trip Completed,2016-07-15 20:06:18,2016-07-15 21:02:10,20,Evening Rush
788,City,180.0,Trip Completed,2016-07-11 16:53:00,2016-07-11 17:54:00,16,Daytime
1550,Airport,180.0,Trip Completed,2016-07-12 06:08:00,2016-07-12 07:14:00,6,Morning Rush
2069,Airport,180.0,Trip Completed,2016-07-12 15:20:00,2016-07-12 15:55:00,15,Daytime
2593,City,180.0,Trip Completed,2016-07-12 21:43:00,2016-07-12 22:35:00,21,Evening Rush
2943,City,180.0,Trip Completed,2016-07-13 06:41:04,2016-07-13 07:15:52,6,Morning Rush
3649,City,180.0,Trip Completed,2016-07-13 19:11:32,2016-07-13 20:21:31,19,Evening Rush
3942,Airport,180.0,Trip Completed,2016-07-13 22:36:27,2016-07-13 23:42:21,22,Late Night
5512,Airport,180.0,Trip Completed,2016-07-15 05:10:25,2016-07-15 05:42:24,5,Morning Rush
5752,City,180.0,Trip Completed,2016-07-15 08:02:05,2016-07-15 09:09:26,8,Morning Rush
6362,City,180.0,Trip Completed,2016-07-15 19:05:36,2016-07-15 19:49:02,19,Evening Rush
1151,Airport,181.0,Trip Completed,2016-07-11 20:40:00,2016-07-11 21:38:00,20,Evening Rush
1812,Airport,181.0,Trip Completed,2016-07-12 09:16:00,2016-07-12 10:09:00,9,Morning Rush
1946,Airport,181.0,Trip Completed,2016-07-12 11:28:00,2016-07-12 12:32:00,11,Daytime
2646,City,181.0,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:45:00,22,Late Night
3255,Airport,181.0,Trip Completed,2016-07-13 10:10:00,2016-07-13 11:20:59,10,Daytime
3431,Airport,181.0,Trip Completed,2016-07-13 16:03:13,2016-07-13 16:46:54,16,Daytime
3634,City,181.0,Trip Completed,2016-07-13 19:00:49,2016-07-13 19:54:19,19,Evening Rush
4592,City,181.0,Trip Completed,2016-07-14 10:09:16,2016-07-14 10:38:27,10,Daytime
5705,City,181.0,Trip Completed,2016-07-15 07:32:41,2016-07-15 08:16:15,7,Morning Rush
6056,Airport,181.0,Trip Completed,2016-07-15 13:35:56,2016-07-15 14:02:50,13,Daytime
325,City,182.0,Trip Completed,2016-07-11 07:34:00,2016-07-11 08:44:00,7,Morning Rush
1015,City,182.0,Trip Completed,2016-07-11 19:15:00,2016-07-11 20:11:00,19,Evening Rush
1308,City,182.0,Trip Completed,2016-07-11 22:41:00,2016-07-11 23:54:00,22,Late Night
1667,City,182.0,Trip Completed,2016-07-12 07:42:00,2016-07-12 08:03:00,7,Morning Rush
2436,Airport,182.0,Trip Completed,2016-07-12 20:15:00,2016-07-12 20:46:00,20,Evening Rush
2865,City,182.0,Trip Completed,2016-07-13 05:42:33,2016-07-13 06:25:57,5,Morning Rush
3397,City,182.0,Trip Completed,2016-07-13 15:00:02,2016-07-13 15:58:30,15,Daytime
4040,Airport,182.0,Trip Completed,2016-07-14 00:38:21,2016-07-14 01:50:05,0,Late Night
4094,City,182.0,Trip Completed,2016-07-14 03:09:17,2016-07-14 03:44:55,3,Late Night
4568,Airport,182.0,Trip Completed,2016-07-14 09:50:59,2016-07-14 10:22:31,9,Morning Rush
5105,City,182.0,Trip Completed,2016-07-14 19:59:57,2016-07-14 20:37:28,19,Evening Rush
573,Airport,183.0,Trip Completed,2016-07-11 10:57:00,2016-07-11 11:30:00,10,Daytime
789,City,183.0,Trip Completed,2016-07-11 16:54:00,2016-07-11 17:36:00,16,Daytime
1525,City,183.0,Trip Completed,2016-07-12 05:48:00,2016-07-12 06:46:00,5,Morning Rush
2786,Airport,183.0,Trip Completed,2016-07-13 04:54:15,2016-07-13 05:34:02,4,Morning Rush
3143,Airport,183.0,Trip Completed,2016-07-13 08:52:45,2016-07-13 09:57:50,8,Morning Rush
3917,City,183.0,Trip Completed,2016-07-13 22:15:07,2016-07-13 23:23:04,22,Late Night
4375,City,183.0,Trip Completed,2016-07-14 07:38:26,2016-07-14 08:42:05,7,Morning Rush
6345,City,183.0,Trip Completed,2016-07-15 18:44:57,2016-07-15 19:57:43,18,Evening Rush
169,City,184.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:48:00,5,Morning Rush
537,City,184.0,Trip Completed,2016-07-11 10:05:00,2016-07-11 10:57:00,10,Daytime
682,City,184.0,Trip Completed,2016-07-11 13:32:00,2016-07-11 14:19:00,13,Daytime
1384,City,184.0,Trip Completed,2016-07-12 01:15:00,2016-07-12 02:18:00,1,Late Night
2167,Airport,184.0,Trip Completed,2016-07-12 17:30:00,2016-07-12 18:30:00,17,Evening Rush
2295,City,184.0,Trip Completed,2016-07-12 18:48:00,2016-07-12 19:12:00,18,Evening Rush
3109,City,184.0,Trip Completed,2016-07-13 08:22:49,2016-07-13 09:18:31,8,Morning Rush
3293,City,184.0,Trip Completed,2016-07-13 11:18:02,2016-07-13 11:52:17,11,Daytime
3444,City,184.0,Trip Completed,2016-07-13 16:33:05,2016-07-13 17:49:15,16,Daytime
3660,Airport,184.0,Trip Completed,2016-07-13 19:22:51,2016-07-13 19:51:44,19,Evening Rush
4693,City,184.0,Trip Completed,2016-07-14 13:01:23,2016-07-14 14:10:11,13,Daytime
5214,Airport,184.0,Trip Completed,2016-07-14 20:59:09,2016-07-14 21:48:04,20,Evening Rush
5570,City,184.0,Trip Completed,2016-07-15 05:53:21,2016-07-15 06:17:39,5,Morning Rush
6003,Airport,184.0,Trip Completed,2016-07-15 12:09:01,2016-07-15 12:57:34,12,Daytime
6663,Airport,184.0,Trip Completed,2016-07-15 22:22:03,2016-07-15 23:03:25,22,Late Night
616,Airport,185.0,Trip Completed,2016-07-11 12:05:00,2016-07-11 12:48:00,12,Daytime
1056,City,185.0,Trip Completed,2016-07-11 19:49:00,2016-07-11 20:28:00,19,Evening Rush
1903,City,185.0,Trip Completed,2016-07-12 10:36:00,2016-07-12 11:32:00,10,Daytime
2643,City,185.0,Trip Completed,2016-07-12 22:37:00,2016-07-12 23:34:00,22,Late Night
3291,City,185.0,Trip Completed,2016-07-13 11:10:05,2016-07-13 12:31:07,11,Daytime
3965,Airport,185.0,Trip Completed,2016-07-13 22:50:47,2016-07-13 23:20:24,22,Late Night
4007,City,185.0,Trip Completed,2016-07-13 23:46:19,2016-07-14 00:23:39,23,Late Night
4234,City,185.0,Trip Completed,2016-07-14 05:59:10,2016-07-14 07:01:16,5,Morning Rush
4388,Airport,185.0,Trip Completed,2016-07-14 07:50:14,2016-07-14 08:48:46,7,Morning Rush
4964,City,185.0,Trip Completed,2016-07-14 18:34:51,2016-07-14 19:13:08,18,Evening Rush
5544,City,185.0,Trip Completed,2016-07-15 05:23:42,2016-07-15 05:56:52,5,Morning Rush
6217,City,185.0,Trip Completed,2016-07-15 17:33:50,2016-07-15 18:00:13,17,Evening Rush
1345,Airport,186.0,Trip Completed,2016-07-11 23:37:00,2016-07-12 00:09:00,23,Late Night
1874,Airport,186.0,Trip Completed,2016-07-12 09:56:00,2016-07-12 10:42:00,9,Morning Rush
2413,City,186.0,Trip Completed,2016-07-12 20:02:00,2016-07-12 21:16:00,20,Evening Rush
3068,City,186.0,Trip Completed,2016-07-13 07:59:50,2016-07-13 08:49:05,7,Morning Rush
3452,City,186.0,Trip Completed,2016-07-13 16:52:55,2016-07-13 17:25:52,16,Daytime
4031,City,186.0,Trip Completed,2016-07-14 00:22:54,2016-07-14 00:55:13,0,Late Night
4438,Airport,186.0,Trip Completed,2016-07-14 08:27:23,2016-07-14 09:12:29,8,Morning Rush
5521,Airport,186.0,Trip Completed,2016-07-15 05:19:12,2016-07-15 06:27:48,5,Morning Rush
5832,City,186.0,Trip Completed,2016-07-15 09:00:26,2016-07-15 09:55:12,9,Morning Rush
5990,Airport,186.0,Trip Completed,2016-07-15 11:43:12,2016-07-15 12:40:49,11,Daytime
6254,City,186.0,Trip Completed,2016-07-15 17:57:37,2016-07-15 18:50:37,17,Evening Rush
320,City,187.0,Trip Completed,2016-07-11 07:32:00,2016-07-11 08:44:00,7,Morning Rush
717,City,187.0,Trip Completed,2016-07-11 14:52:00,2016-07-11 15:46:00,14,Daytime
2074,City,187.0,Trip Completed,2016-07-12 15:32:00,2016-07-12 16:24:00,15,Daytime
4576,Airport,187.0,Trip Completed,2016-07-14 09:57:29,2016-07-14 11:13:05,9,Morning Rush
5503,City,187.0,Trip Completed,2016-07-15 05:11:38,2016-07-15 06:01:35,5,Morning Rush
173,City,188.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:30:00,5,Morning Rush
698,City,188.0,Trip Completed,2016-07-11 14:00:00,2016-07-11 14:49:00,14,Daytime
2039,Airport,188.0,Trip Completed,2016-07-12 14:29:00,2016-07-12 15:18:00,14,Daytime
2467,Airport,188.0,Trip Completed,2016-07-12 20:34:00,2016-07-12 21:41:00,20,Evening Rush
2676,Airport,188.0,Trip Completed,2016-07-12 23:53:00,2016-07-13 00:26:55,23,Late Night
3038,City,188.0,Trip Completed,2016-07-13 07:37:29,2016-07-13 08:33:39,7,Morning Rush
4003,Airport,188.0,Trip Completed,2016-07-13 23:40:51,2016-07-14 00:38:46,23,Late Night
4126,City,188.0,Trip Completed,2016-07-14 04:40:41,2016-07-14 05:53:29,4,Morning Rush
4611,City,188.0,Trip Completed,2016-07-14 10:34:17,2016-07-14 11:19:06,10,Daytime
4975,City,188.0,Trip Completed,2016-07-14 18:42:37,2016-07-14 19:18:51,18,Evening Rush
5664,City,188.0,Trip Completed,2016-07-15 07:03:01,2016-07-15 07:46:59,7,Morning Rush
6006,Airport,188.0,Trip Completed,2016-07-15 12:17:49,2016-07-15 13:25:21,12,Daytime
6329,City,188.0,Trip Completed,2016-07-15 18:43:35,2016-07-15 19:36:59,18,Evening Rush
2779,Airport,189.0,Trip Completed,2016-07-13 04:46:08,2016-07-13 05:41:19,4,Morning Rush
4216,Airport,189.0,Trip Completed,2016-07-14 05:38:23,2016-07-14 06:36:36,5,Morning Rush
4711,Airport,189.0,Trip Completed,2016-07-14 13:18:22,2016-07-14 13:56:11,13,Daytime
4825,City,189.0,Trip Completed,2016-07-14 17:22:06,2016-07-14 18:17:49,17,Evening Rush
6175,City,189.0,Trip Completed,2016-07-15 16:55:44,2016-07-15 17:49:26,16,Daytime
2445,City,190.0,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:04:00,20,Evening Rush
2714,Airport,190.0,Trip Completed,2016-07-13 01:52:50,2016-07-13 02:51:32,1,Late Night
3089,Airport,190.0,Trip Completed,2016-07-13 08:11:13,2016-07-13 08:53:42,8,Morning Rush
3462,Airport,190.0,Trip Completed,2016-07-13 17:10:30,2016-07-13 17:52:31,17,Evening Rush
4462,Airport,190.0,Trip Completed,2016-07-14 08:40:30,2016-07-14 09:22:57,8,Morning Rush
4698,City,190.0,Trip Completed,2016-07-14 13:07:35,2016-07-14 14:13:30,13,Daytime
5098,Airport,190.0,Trip Completed,2016-07-14 19:50:28,2016-07-14 20:27:04,19,Evening Rush
6711,City,190.0,Trip Completed,2016-07-15 23:07:06,2016-07-16 00:11:21,23,Late Night
146,Airport,191.0,Trip Completed,2016-07-11 05:29:00,2016-07-11 06:08:00,5,Morning Rush
652,Airport,191.0,Trip Completed,2016-07-11 12:43:00,2016-07-11 13:29:00,12,Daytime
1947,Airport,191.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:09:00,11,Daytime
2236,Airport,191.0,Trip Completed,2016-07-12 18:16:00,2016-07-12 19:07:00,18,Evening Rush
3393,City,191.0,Trip Completed,2016-07-13 14:42:19,2016-07-13 15:58:37,14,Daytime
4577,Airport,191.0,Trip Completed,2016-07-14 09:54:17,2016-07-14 10:58:21,9,Morning Rush
4932,City,191.0,Trip Completed,2016-07-14 18:17:33,2016-07-14 18:53:49,18,Evening Rush
5419,City,191.0,Trip Completed,2016-07-15 02:01:30,2016-07-15 02:34:12,2,Late Night
5766,City,191.0,Trip Completed,2016-07-15 08:19:48,2016-07-15 09:18:32,8,Morning Rush
6261,Airport,191.0,Trip Completed,2016-07-15 18:07:05,2016-07-15 19:07:36,18,Evening Rush
800,Airport,192.0,Trip Completed,2016-07-11 17:13:00,2016-07-11 17:56:00,17,Evening Rush
1484,Airport,192.0,Trip Completed,2016-07-12 05:19:00,2016-07-12 05:55:00,5,Morning Rush
1989,Airport,192.0,Trip Completed,2016-07-12 12:30:00,2016-07-12 13:01:00,12,Daytime
3850,Airport,192.0,Trip Completed,2016-07-13 21:27:22,2016-07-13 22:05:11,21,Evening Rush
4441,City,192.0,Trip Completed,2016-07-14 08:32:09,2016-07-14 09:19:29,8,Morning Rush
4783,Airport,192.0,Trip Completed,2016-07-14 16:34:22,2016-07-14 17:21:26,16,Daytime
392,Airport,193.0,Trip Completed,2016-07-11 08:23:00,2016-07-11 09:10:00,8,Morning Rush
653,City,193.0,Trip Completed,2016-07-11 12:47:00,2016-07-11 13:53:00,12,Daytime
1283,City,193.0,Trip Completed,2016-07-11 22:09:00,2016-07-11 23:18:00,22,Late Night
1860,City,193.0,Trip Completed,2016-07-12 09:55:00,2016-07-12 10:32:00,9,Morning Rush
1910,Airport,193.0,Trip Completed,2016-07-12 10:41:00,2016-07-12 11:27:00,10,Daytime
2259,Airport,193.0,Trip Completed,2016-07-12 18:30:00,2016-07-12 19:36:00,18,Evening Rush
2752,Airport,193.0,Trip Completed,2016-07-13 03:37:35,2016-07-13 04:19:45,3,Late Night
3385,City,193.0,Trip Completed,2016-07-13 14:33:34,2016-07-13 15:21:25,14,Daytime
4915,Airport,193.0,Trip Completed,2016-07-14 18:12:32,2016-07-14 19:07:04,18,Evening Rush
5957,Airport,193.0,Trip Completed,2016-07-15 10:46:03,2016-07-15 11:26:56,10,Daytime
5992,City,193.0,Trip Completed,2016-07-15 11:54:17,2016-07-15 12:39:52,11,Daytime
6160,Airport,193.0,Trip Completed,2016-07-15 16:30:16,2016-07-15 17:39:38,16,Daytime
21,Airport,194.0,Trip Completed,2016-07-11 01:29:00,2016-07-11 02:05:00,1,Late Night
106,City,194.0,Trip Completed,2016-07-11 05:06:00,2016-07-11 05:38:00,5,Morning Rush
512,Airport,194.0,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:55:00,9,Morning Rush
760,City,194.0,Trip Completed,2016-07-11 16:16:00,2016-07-11 16:54:00,16,Daytime
1098,City,194.0,Trip Completed,2016-07-11 20:15:00,2016-07-11 21:03:00,20,Evening Rush
1314,Airport,194.0,Trip Completed,2016-07-11 22:44:00,2016-07-11 23:51:00,22,Late Night
2746,Airport,194.0,Trip Completed,2016-07-13 03:14:15,2016-07-13 04:00:42,3,Late Night
3140,Airport,194.0,Trip Completed,2016-07-13 08:48:42,2016-07-13 09:41:31,8,Morning Rush
3314,City,194.0,Trip Completed,2016-07-13 12:06:57,2016-07-13 12:50:35,12,Daytime
4157,Airport,194.0,Trip Completed,2016-07-14 05:04:53,2016-07-14 05:32:44,5,Morning Rush
5340,Airport,194.0,Trip Completed,2016-07-14 22:32:15,2016-07-14 23:44:30,22,Late Night
6257,Airport,194.0,Trip Completed,2016-07-15 18:03:39,2016-07-15 19:04:43,18,Evening Rush
564,Airport,195.0,Trip Completed,2016-07-11 10:20:00,2016-07-11 11:23:00,10,Daytime
1271,Airport,195.0,Trip Completed,2016-07-11 22:00:00,2016-07-11 22:38:00,22,Late Night
1647,Airport,195.0,Trip Completed,2016-07-12 07:13:00,2016-07-12 07:51:00,7,Morning Rush
2767,Airport,195.0,Trip Completed,2016-07-13 04:07:13,2016-07-13 04:59:15,4,Morning Rush
3646,Airport,195.0,Trip Completed,2016-07-13 19:11:00,2016-07-13 19:48:13,19,Evening Rush
4865,Airport,195.0,Trip Completed,2016-07-14 17:37:10,2016-07-14 18:57:28,17,Evening Rush
6055,Airport,195.0,Trip Completed,2016-07-15 13:35:34,2016-07-15 14:32:22,13,Daytime
6679,Airport,195.0,Trip Completed,2016-07-15 22:26:08,2016-07-15 23:08:05,22,Late Night
283,Airport,196.0,Trip Completed,2016-07-11 07:01:00,2016-07-11 07:32:00,7,Morning Rush
489,City,196.0,Trip Completed,2016-07-11 09:29:00,2016-07-11 10:21:00,9,Morning Rush
1559,Airport,196.0,Trip Completed,2016-07-12 06:09:00,2016-07-12 06:53:00,6,Morning Rush
2545,Airport,196.0,Trip Completed,2016-07-12 21:20:00,2016-07-12 21:53:00,21,Evening Rush
3333,City,196.0,Trip Completed,2016-07-13 12:35:14,2016-07-13 13:41:52,12,Daytime
4037,Airport,196.0,Trip Completed,2016-07-14 00:32:45,2016-07-14 01:17:01,0,Late Night
4578,Airport,196.0,Trip Completed,2016-07-14 09:59:09,2016-07-14 11:03:54,9,Morning Rush
4664,City,196.0,Trip Completed,2016-07-14 12:23:06,2016-07-14 12:58:01,12,Daytime
4756,City,196.0,Trip Completed,2016-07-14 15:20:35,2016-07-14 16:23:03,15,Daytime
5843,Airport,196.0,Trip Completed,2016-07-15 09:10:25,2016-07-15 09:36:13,9,Morning Rush
6045,City,196.0,Trip Completed,2016-07-15 13:19:25,2016-07-15 14:00:39,13,Daytime
6735,Airport,196.0,Trip Completed,2016-07-15 23:35:13,2016-07-16 00:11:44,23,Late Night
335,City,197.0,Trip Completed,2016-07-11 07:39:00,2016-07-11 08:23:00,7,Morning Rush
558,City,197.0,Trip Completed,2016-07-11 10:15:00,2016-07-11 11:12:00,10,Daytime
844,City,197.0,Trip Completed,2016-07-11 17:38:00,2016-07-11 18:48:00,17,Evening Rush
1186,City,197.0,Trip Completed,2016-07-11 21:05:00,2016-07-11 22:16:00,21,Evening Rush
1705,City,197.0,Trip Completed,2016-07-12 08:08:00,2016-07-12 09:00:00,8,Morning Rush
2469,Airport,197.0,Trip Completed,2016-07-12 20:43:00,2016-07-12 21:35:00,20,Evening Rush
2975,Airport,197.0,Trip Completed,2016-07-13 06:53:25,2016-07-13 08:04:52,6,Morning Rush
3641,City,197.0,Trip Completed,2016-07-13 19:04:23,2016-07-13 20:04:51,19,Evening Rush
4476,Airport,197.0,Trip Completed,2016-07-14 08:50:51,2016-07-14 09:38:30,8,Morning Rush
4969,City,197.0,Trip Completed,2016-07-14 18:41:23,2016-07-14 19:09:31,18,Evening Rush
5737,City,197.0,Trip Completed,2016-07-15 07:49:45,2016-07-15 08:58:00,7,Morning Rush
6102,City,197.0,Trip Completed,2016-07-15 14:57:52,2016-07-15 15:30:03,14,Daytime
6721,City,197.0,Trip Completed,2016-07-15 23:23:48,2016-07-16 00:18:48,23,Late Night
11,City,198.0,Trip Completed,2016-07-11 01:00:00,2016-07-11 01:53:00,1,Late Night
519,City,198.0,Trip Completed,2016-07-11 09:43:00,2016-07-11 10:54:00,9,Morning Rush
1994,Airport,198.0,Trip Completed,2016-07-12 12:49:00,2016-07-12 13:48:00,12,Daytime
2483,Airport,198.0,Trip Completed,2016-07-12 20:46:00,2016-07-12 21:53:00,20,Evening Rush
2635,City,198.0,Trip Completed,2016-07-12 22:26:00,2016-07-12 23:33:00,22,Late Night
3545,City,198.0,Trip Completed,2016-07-13 18:00:59,2016-07-13 18:38:39,18,Evening Rush
4730,City,198.0,Trip Completed,2016-07-14 14:12:00,2016-07-14 15:25:12,14,Daytime
4976,Airport,198.0,Trip Completed,2016-07-14 18:46:48,2016-07-14 19:33:36,18,Evening Rush
5789,Airport,198.0,Trip Completed,2016-07-15 08:32:39,2016-07-15 09:15:16,8,Morning Rush
6030,Airport,198.0,Trip Completed,2016-07-15 12:54:09,2016-07-15 14:03:29,12,Daytime
6616,Airport,198.0,Trip Completed,2016-07-15 21:51:29,2016-07-15 22:20:19,21,Evening Rush
165,Airport,199.0,Trip Completed,2016-07-11 05:39:00,2016-07-11 06:11:00,5,Morning Rush
1706,City,199.0,Trip Completed,2016-07-12 08:11:00,2016-07-12 09:12:00,8,Morning Rush
1821,Airport,199.0,Trip Completed,2016-07-12 09:31:00,2016-07-12 10:36:00,9,Morning Rush
2629,City,199.0,Trip Completed,2016-07-12 22:13:00,2016-07-12 22:51:00,22,Late Night
5227,Airport,199.0,Trip Completed,2016-07-14 21:02:35,2016-07-14 22:19:25,21,Evening Rush
5374,City,199.0,Trip Completed,2016-07-14 23:40:04,2016-07-15 00:46:22,23,Late Night
5823,City,199.0,Trip Completed,2016-07-15 08:56:31,2016-07-15 10:07:32,8,Morning Rush
6007,City,199.0,Trip Completed,2016-07-15 12:15:42,2016-07-15 13:03:40,12,Daytime
6736,Airport,199.0,Trip Completed,2016-07-15 23:36:53,2016-07-16 00:20:14,23,Late Night
590,City,200.0,Trip Completed,2016-07-11 11:20:00,2016-07-11 12:10:00,11,Daytime
779,Airport,200.0,Trip Completed,2016-07-11 16:40:00,2016-07-11 17:14:00,16,Daytime
1085,City,200.0,Trip Completed,2016-07-11 20:03:00,2016-07-11 20:58:00,20,Evening Rush
1435,City,200.0,Trip Completed,2016-07-12 04:46:00,2016-07-12 05:55:00,4,Morning Rush
2007,City,200.0,Trip Completed,2016-07-12 13:24:00,2016-07-12 14:24:00,13,Daytime
2381,City,200.0,Trip Completed,2016-07-12 19:41:00,2016-07-12 20:53:00,19,Evening Rush
2912,Airport,200.0,Trip Completed,2016-07-13 06:13:27,2016-07-13 06:47:48,6,Morning Rush
3453,Airport,200.0,Trip Completed,2016-07-13 16:56:55,2016-07-13 18:07:05,16,Daytime
4180,Airport,200.0,Trip Completed,2016-07-14 05:18:07,2016-07-14 05:52:03,5,Morning Rush
5122,City,200.0,Trip Completed,2016-07-14 20:04:32,2016-07-14 20:53:21,20,Evening Rush
5531,Airport,200.0,Trip Completed,2016-07-15 05:23:07,2016-07-15 06:26:16,5,Morning Rush
6582,City,200.0,Trip Completed,2016-07-15 21:22:16,2016-07-15 22:06:38,21,Evening Rush
406,Airport,201.0,Trip Completed,2016-07-11 08:36:00,2016-07-11 09:34:00,8,Morning Rush
740,Airport,201.0,Trip Completed,2016-07-11 15:35:00,2016-07-11 16:15:00,15,Daytime
1312,City,201.0,Trip Completed,2016-07-11 22:48:00,2016-07-11 23:37:00,22,Late Night
1540,Airport,201.0,Trip Completed,2016-07-12 06:04:00,2016-07-12 06:55:00,6,Morning Rush
1962,City,201.0,Trip Completed,2016-07-12 11:59:00,2016-07-12 13:01:00,11,Daytime
2173,Airport,201.0,Trip Completed,2016-07-12 17:34:00,2016-07-12 18:33:00,17,Evening Rush
3375,City,201.0,Trip Completed,2016-07-13 14:12:23,2016-07-13 14:55:59,14,Daytime
3540,City,201.0,Trip Completed,2016-07-13 17:58:52,2016-07-13 18:29:14,17,Evening Rush
4671,City,201.0,Trip Completed,2016-07-14 12:29:14,2016-07-14 13:28:04,12,Daytime
5336,Airport,201.0,Trip Completed,2016-07-14 22:25:11,2016-07-14 23:41:47,22,Late Night
5734,City,201.0,Trip Completed,2016-07-15 07:44:41,2016-07-15 08:53:11,7,Morning Rush
197,City,202.0,Trip Completed,2016-07-11 06:00:00,2016-07-11 06:49:00,6,Morning Rush
819,Airport,202.0,Trip Completed,2016-07-11 17:29:00,2016-07-11 18:12:00,17,Evening Rush
1527,Airport,202.0,Trip Completed,2016-07-12 05:52:00,2016-07-12 07:07:00,5,Morning Rush
3229,Airport,202.0,Trip Completed,2016-07-13 09:54:42,2016-07-13 11:06:56,9,Morning Rush
4638,City,202.0,Trip Completed,2016-07-14 11:38:13,2016-07-14 12:38:04,11,Daytime
5075,City,202.0,Trip Completed,2016-07-14 19:45:45,2016-07-14 20:25:43,19,Evening Rush
5455,City,202.0,Trip Completed,2016-07-15 03:47:48,2016-07-15 04:53:45,3,Late Night
5738,City,202.0,Trip Completed,2016-07-15 07:53:45,2016-07-15 08:20:46,7,Morning Rush
6167,Airport,202.0,Trip Completed,2016-07-15 16:43:19,2016-07-15 17:24:19,16,Daytime
220,Airport,203.0,Trip Completed,2016-07-11 06:11:00,2016-07-11 06:55:00,6,Morning Rush
909,Airport,203.0,Trip Completed,2016-07-11 18:16:00,2016-07-11 19:07:00,18,Evening Rush
1306,Airport,203.0,Trip Completed,2016-07-11 22:39:00,2016-07-11 23:46:00,22,Late Night
2998,City,203.0,Trip Completed,2016-07-13 07:16:45,2016-07-13 07:45:47,7,Morning Rush
3415,City,203.0,Trip Completed,2016-07-13 15:28:02,2016-07-13 16:37:13,15,Daytime
3789,City,203.0,Trip Completed,2016-07-13 20:49:13,2016-07-13 21:41:24,20,Evening Rush
4227,Airport,203.0,Trip Completed,2016-07-14 05:49:34,2016-07-14 06:53:22,5,Morning Rush
6490,City,203.0,Trip Completed,2016-07-15 20:29:24,2016-07-15 21:17:23,20,Evening Rush
6712,Airport,203.0,Trip Completed,2016-07-15 23:02:31,2016-07-15 23:43:24,23,Late Night
583,Airport,204.0,Trip Completed,2016-07-11 11:08:00,2016-07-11 11:58:00,11,Daytime
772,City,204.0,Trip Completed,2016-07-11 16:25:00,2016-07-11 17:36:00,16,Daytime
1142,City,204.0,Trip Completed,2016-07-11 20:42:00,2016-07-11 21:40:00,20,Evening Rush
1436,City,204.0,Trip Completed,2016-07-12 04:46:00,2016-07-12 05:22:00,4,Morning Rush
1986,City,204.0,Trip Completed,2016-07-12 12:32:00,2016-07-12 13:05:00,12,Daytime
2508,Airport,204.0,Trip Completed,2016-07-12 21:04:00,2016-07-12 22:00:00,21,Evening Rush
2788,City,204.0,Trip Completed,2016-07-13 04:49:55,2016-07-13 05:56:07,4,Morning Rush
2956,Airport,204.0,Trip Completed,2016-07-13 06:42:12,2016-07-13 07:35:04,6,Morning Rush
4518,City,204.0,Trip Completed,2016-07-14 09:18:42,2016-07-14 10:20:53,9,Morning Rush
